Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Carlsberg AS,1000 litres,2019.0,31-12-19,7.0,801377.5057
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Carlsberg AS,1000 litres,2020.0,31-12-20,8.0,799900.3701000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Carlsberg AS,1000 litres,2021.0,31-12-21,9.0,809204.1092
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2016.0,31-12-16,4.0,575426.5174
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2017.0,31-12-17,5.0,556746.7388
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2018.0,31-12-18,6.0,556014.8751000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2019.0,31-12-19,7.0,542674.1340999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2020.0,31-12-20,8.0,533341.2415
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2021.0,31-12-21,9.0,525184.4264
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,450059.34150000004
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,447250.1761
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,453858.8001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,455529.5241
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,456180.6166
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,455137.99210000003
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2016.0,31-12-16,4.0,2126.975962
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2017.0,31-12-17,5.0,2181.21417
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2018.0,31-12-18,6.0,2418.674938
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2019.0,31-12-19,7.0,2749.249995
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2020.0,31-12-20,8.0,368312.6593
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Asahi Group Holdings Ltd,1000 litres,2021.0,31-12-21,9.0,372249.3181
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2016.0,31-12-16,4.0,305184.24779999995
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2017.0,31-12-17,5.0,293025.83650000003
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2018.0,31-12-18,6.0,296169.8806
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2019.0,31-12-19,7.0,302574.4964
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2020.0,31-12-20,8.0,311166.84520000004
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Grupo MahouSan Miguel SA,1000 litres,2021.0,31-12-21,9.0,318159.8091
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,OetkerGruppe,1000 litres,2016.0,31-12-16,4.0,308297.0773
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,OetkerGruppe,1000 litres,2017.0,31-12-17,5.0,317006.02390000003
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,OetkerGruppe,1000 litres,2018.0,31-12-18,6.0,308157.9535
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,OetkerGruppe,1000 litres,2019.0,31-12-19,7.0,308418.932
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,OetkerGruppe,1000 litres,2020.0,31-12-20,8.0,309086.9739
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,OetkerGruppe,1000 litres,2021.0,31-12-21,9.0,311240.555
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brau Holding International AG,1000 litres,2016.0,31-12-16,4.0,251161.1939
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brau Holding International AG,1000 litres,2017.0,31-12-17,5.0,245672.1972
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brau Holding International AG,1000 litres,2018.0,31-12-18,6.0,245945.2472
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brau Holding International AG,1000 litres,2019.0,31-12-19,7.0,245789.8623
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brau Holding International AG,1000 litres,2020.0,31-12-20,8.0,245826.3776
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brau Holding International AG,1000 litres,2021.0,31-12-21,9.0,248381.1815
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,204993.6529
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,200843.653
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,220042.3891
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,224694.20489999998
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,229869.2311
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,234798.1365
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,291816.3674
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,286351.7244
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,264445.5042
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,246257.5946
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,234223.3825
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,225615.554
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Dragonyte Brewery,1000 litres,2016.0,31-12-16,4.0,101942.4847
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Dragonyte Brewery,1000 litres,2017.0,31-12-17,5.0,118889.9785
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Dragonyte Brewery,1000 litres,2018.0,31-12-18,6.0,129992.7252
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Dragonyte Brewery,1000 litres,2019.0,31-12-19,7.0,133685.19079999998
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Dragonyte Brewery,1000 litres,2020.0,31-12-20,8.0,204626.8464
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Dragonyte Brewery,1000 litres,2021.0,31-12-21,9.0,205390.6669
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Frankfurter Brauhaus GmbH,1000 litres,2016.0,31-12-16,4.0,173239.9755
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Frankfurter Brauhaus GmbH,1000 litres,2017.0,31-12-17,5.0,170121.6699
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Frankfurter Brauhaus GmbH,1000 litres,2018.0,31-12-18,6.0,172588.4212
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Frankfurter Brauhaus GmbH,1000 litres,2019.0,31-12-19,7.0,171121.40350000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Frankfurter Brauhaus GmbH,1000 litres,2020.0,31-12-20,8.0,170265.79280000002
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Frankfurter Brauhaus GmbH,1000 litres,2021.0,31-12-21,9.0,171031.9953
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,166136.9779
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,162980.3963
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,163355.25139999998
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,149796.8136
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,143804.9355
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,140439.8635
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,AugustinerBru Wagner KG,1000 litres,2016.0,31-12-16,4.0,108641.1172
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,AugustinerBru Wagner KG,1000 litres,2017.0,31-12-17,5.0,112878.1151
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,AugustinerBru Wagner KG,1000 litres,2018.0,31-12-18,6.0,118230.0006
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,AugustinerBru Wagner KG,1000 litres,2019.0,31-12-19,7.0,123621.286
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,AugustinerBru Wagner KG,1000 litres,2020.0,31-12-20,8.0,129122.4315
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,AugustinerBru Wagner KG,1000 litres,2021.0,31-12-21,9.0,134819.3694
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Castello SpA,1000 litres,2016.0,31-12-16,4.0,101459.19440000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Castello SpA,1000 litres,2017.0,31-12-17,5.0,105613.1943
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Castello SpA,1000 litres,2018.0,31-12-18,6.0,106253.4969
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Castello SpA,1000 litres,2019.0,31-12-19,7.0,107399.99810000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Castello SpA,1000 litres,2020.0,31-12-20,8.0,107870.0083
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Castello SpA,1000 litres,2021.0,31-12-21,9.0,106944.39869999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,93727.59406
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,95189.9935
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,102321.93049999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,100918.2223
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,101020.34360000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,102448.7687
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Forst SpA,1000 litres,2016.0,31-12-16,4.0,78088.80241999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Forst SpA,1000 litres,2017.0,31-12-17,5.0,77415.74071
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Forst SpA,1000 litres,2018.0,31-12-18,6.0,76632.45081
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Forst SpA,1000 litres,2019.0,31-12-19,7.0,76159.99714
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Forst SpA,1000 litres,2020.0,31-12-20,8.0,76279.99725
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Birra Forst SpA,1000 litres,2021.0,31-12-21,9.0,76625.12307
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Royal Unibrew AS,1000 litres,2016.0,31-12-16,4.0,67252.73484
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Royal Unibrew AS,1000 litres,2017.0,31-12-17,5.0,77965.32630999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Royal Unibrew AS,1000 litres,2018.0,31-12-18,6.0,75917.70786
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Royal Unibrew AS,1000 litres,2019.0,31-12-19,7.0,73010.38092
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Royal Unibrew AS,1000 litres,2020.0,31-12-20,8.0,75909.86237
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Royal Unibrew AS,1000 litres,2021.0,31-12-21,9.0,75744.88806
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bavaria NV,1000 litres,2016.0,31-12-16,4.0,61900.00004
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bavaria NV,1000 litres,2017.0,31-12-17,5.0,61836.43623
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bavaria NV,1000 litres,2018.0,31-12-18,6.0,62410.591420000004
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bavaria NV,1000 litres,2019.0,31-12-19,7.0,65121.58922
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bavaria NV,1000 litres,2020.0,31-12-20,8.0,68458.02163999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Bavaria NV,1000 litres,2021.0,31-12-21,9.0,74215.05985
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Spendrups Bryggeri AB,1000 litres,2016.0,31-12-16,4.0,55174.304
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Spendrups Bryggeri AB,1000 litres,2017.0,31-12-17,5.0,53547.864949999996
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Spendrups Bryggeri AB,1000 litres,2018.0,31-12-18,6.0,56466.01523
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Spendrups Bryggeri AB,1000 litres,2019.0,31-12-19,7.0,57992.34105
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Spendrups Bryggeri AB,1000 litres,2020.0,31-12-20,8.0,65534.08435
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Spendrups Bryggeri AB,1000 litres,2021.0,31-12-21,9.0,70144.45195
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Damm SA,1000 litres,2016.0,31-12-16,4.0,46564.74876
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Damm SA,1000 litres,2017.0,31-12-17,5.0,48344.18402
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Damm SA,1000 litres,2018.0,31-12-18,6.0,53423.625459999996
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Damm SA,1000 litres,2019.0,31-12-19,7.0,58116.475880000005
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Damm SA,1000 litres,2020.0,31-12-20,8.0,62461.825419999994
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Damm SA,1000 litres,2021.0,31-12-21,9.0,64235.35261000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Badische Staatsbrauerei Rothaus AG,1000 litres,2016.0,31-12-16,4.0,62806.817559999996
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Badische Staatsbrauerei Rothaus AG,1000 litres,2017.0,31-12-17,5.0,61600.92779
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Badische Staatsbrauerei Rothaus AG,1000 litres,2018.0,31-12-18,6.0,62155.33745
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Badische Staatsbrauerei Rothaus AG,1000 litres,2019.0,31-12-19,7.0,61875.64076
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Badische Staatsbrauerei Rothaus AG,1000 litres,2020.0,31-12-20,8.0,61751.88809
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Badische Staatsbrauerei Rothaus AG,1000 litres,2021.0,31-12-21,9.0,62097.70795
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Budejovicky Budvar np,1000 litres,2016.0,31-12-16,4.0,42372.06218
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Budejovicky Budvar np,1000 litres,2017.0,31-12-17,5.0,44202.35605
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Budejovicky Budvar np,1000 litres,2018.0,31-12-18,6.0,47081.0838
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Budejovicky Budvar np,1000 litres,2019.0,31-12-19,7.0,48513.25061
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Budejovicky Budvar np,1000 litres,2020.0,31-12-20,8.0,50450.74499
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Budejovicky Budvar np,1000 litres,2021.0,31-12-21,9.0,51675.84935
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,bro Bryggeri AB,1000 litres,2016.0,31-12-16,4.0,29515.99866
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,bro Bryggeri AB,1000 litres,2017.0,31-12-17,5.0,30358.51074
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,bro Bryggeri AB,1000 litres,2018.0,31-12-18,6.0,28277.09215
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,bro Bryggeri AB,1000 litres,2019.0,31-12-19,7.0,30365.14131
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,bro Bryggeri AB,1000 litres,2020.0,31-12-20,8.0,31602.952080000003
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,bro Bryggeri AB,1000 litres,2021.0,31-12-21,9.0,30326.3338
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,24730.440560000003
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,23963.79649
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,25114.05921
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,25013.6027
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,24951.07003
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Flensburger Brauereien Emil Petersen GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,25173.13508
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2016.0,31-12-16,4.0,13879.86118
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2017.0,31-12-17,5.0,14704.30621
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2018.0,31-12-18,6.0,15831.709050000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2019.0,31-12-19,7.0,15803.53725
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2020.0,31-12-20,8.0,17050.527899999997
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Kopparbergs Bryggeri AB,1000 litres,2021.0,31-12-21,9.0,19360.68446
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,PrivatBrauerei Schmucker GmbH  Co KG,1000 litres,2016.0,31-12-16,4.0,17632.93035
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,PrivatBrauerei Schmucker GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,17209.73991
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,PrivatBrauerei Schmucker GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,17016.99023
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,PrivatBrauerei Schmucker GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,16795.76873
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,PrivatBrauerei Schmucker GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,16661.40388
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,PrivatBrauerei Schmucker GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,16623.07964
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Diageo Plc,1000 litres,2016.0,31-12-16,4.0,26410.659649999998
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Diageo Plc,1000 litres,2017.0,31-12-17,5.0,22676.2644
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Diageo Plc,1000 litres,2018.0,31-12-18,6.0,23148.54493
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Diageo Plc,1000 litres,2019.0,31-12-19,7.0,4119.834792
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Diageo Plc,1000 litres,2020.0,31-12-20,8.0,9749.606921999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Diageo Plc,1000 litres,2021.0,31-12-21,9.0,15375.705999999998
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Hirt GmbH Brauerei,1000 litres,2016.0,31-12-16,4.0,13181.24388
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Hirt GmbH Brauerei,1000 litres,2017.0,31-12-17,5.0,13235.95377
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Hirt GmbH Brauerei,1000 litres,2018.0,31-12-18,6.0,13366.5591
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Hirt GmbH Brauerei,1000 litres,2019.0,31-12-19,7.0,13488.20538
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Hirt GmbH Brauerei,1000 litres,2020.0,31-12-20,8.0,13597.44468
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Hirt GmbH Brauerei,1000 litres,2021.0,31-12-21,9.0,13691.99222
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Duvel Moortgat NV,1000 litres,2016.0,31-12-16,4.0,13156.6235
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Duvel Moortgat NV,1000 litres,2017.0,31-12-17,5.0,13115.805030000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Duvel Moortgat NV,1000 litres,2018.0,31-12-18,6.0,13041.84969
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Duvel Moortgat NV,1000 litres,2019.0,31-12-19,7.0,13015.767090000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Duvel Moortgat NV,1000 litres,2020.0,31-12-20,8.0,13028.78126
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Duvel Moortgat NV,1000 litres,2021.0,31-12-21,9.0,13157.756389999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Stieglbrauerei zu Riedenburg Franz Huemer  Co,1000 litres,2016.0,31-12-16,4.0,12688.229570000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Stieglbrauerei zu Riedenburg Franz Huemer  Co,1000 litres,2017.0,31-12-17,5.0,12561.348020000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Stieglbrauerei zu Riedenburg Franz Huemer  Co,1000 litres,2018.0,31-12-18,6.0,12249.67686
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Stieglbrauerei zu Riedenburg Franz Huemer  Co,1000 litres,2019.0,31-12-19,7.0,12111.85902
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Stieglbrauerei zu Riedenburg Franz Huemer  Co,1000 litres,2020.0,31-12-20,8.0,12005.0435
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Stieglbrauerei zu Riedenburg Franz Huemer  Co,1000 litres,2021.0,31-12-21,9.0,11878.67287
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei Murau eGen,1000 litres,2016.0,31-12-16,4.0,9793.744939
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei Murau eGen,1000 litres,2017.0,31-12-17,5.0,9934.775654
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei Murau eGen,1000 litres,2018.0,31-12-18,6.0,10178.03932
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei Murau eGen,1000 litres,2019.0,31-12-19,7.0,10551.99728
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei Murau eGen,1000 litres,2020.0,31-12-20,8.0,11067.14935
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Brauerei Murau eGen,1000 litres,2021.0,31-12-21,9.0,11687.08106
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Zwettl Privatbrauerei,1000 litres,2016.0,31-12-16,4.0,8195.184986999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Zwettl Privatbrauerei,1000 litres,2017.0,31-12-17,5.0,8490.48028
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Zwettl Privatbrauerei,1000 litres,2018.0,31-12-18,6.0,8718.887276
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Zwettl Privatbrauerei,1000 litres,2019.0,31-12-19,7.0,9083.893575999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Zwettl Privatbrauerei,1000 litres,2020.0,31-12-20,8.0,9566.518563000001
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Zwettl Privatbrauerei,1000 litres,2021.0,31-12-21,9.0,10058.553440000002
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Galatea Spirits AB,1000 litres,2016.0,31-12-16,4.0,10001.700149999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Galatea Spirits AB,1000 litres,2017.0,31-12-17,5.0,9638.333347
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Galatea Spirits AB,1000 litres,2018.0,31-12-18,6.0,8823.337293999999
7.0,Alcoholic Drinks,10.0,4.0,Total Volume,Galatea Spirits AB,1000 litres,2019.0,31-12-19,7.0,10081.80022
