Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2018.0,31-12-18,6.0,743152.3474000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2019.0,31-12-19,7.0,731131.5535
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2020.0,31-12-20,8.0,725157.8828
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bitburger Braugruppe GmbH,1000 litres,2021.0,31-12-21,9.0,720260.6063
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hite Jinro Co Ltd,1000 litres,2017.0,31-12-17,5.0,732962.0025000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hite Jinro Co Ltd,1000 litres,2018.0,31-12-18,6.0,685804.9164999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hite Jinro Co Ltd,1000 litres,2019.0,31-12-19,7.0,697010.3021999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hite Jinro Co Ltd,1000 litres,2020.0,31-12-20,8.0,690437.2294999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hite Jinro Co Ltd,1000 litres,2021.0,31-12-21,9.0,699336.869
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Oettinger Brauerei GmbH,1000 litres,2017.0,31-12-17,5.0,737371.9296
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Oettinger Brauerei GmbH,1000 litres,2018.0,31-12-18,6.0,726890.867
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Oettinger Brauerei GmbH,1000 litres,2019.0,31-12-19,7.0,704046.4743
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Oettinger Brauerei GmbH,1000 litres,2020.0,31-12-20,8.0,694864.8763
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Oettinger Brauerei GmbH,1000 litres,2021.0,31-12-21,9.0,682060.3075
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hanoi Alcohol Beer  Beverages Corp Habeco,1000 litres,2017.0,31-12-17,5.0,554574.2363000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hanoi Alcohol Beer  Beverages Corp Habeco,1000 litres,2018.0,31-12-18,6.0,581285.5096
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hanoi Alcohol Beer  Beverages Corp Habeco,1000 litres,2019.0,31-12-19,7.0,615457.4058
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hanoi Alcohol Beer  Beverages Corp Habeco,1000 litres,2020.0,31-12-20,8.0,636181.0202
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Hanoi Alcohol Beer  Beverages Corp Habeco,1000 litres,2021.0,31-12-21,9.0,655188.5366999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Obolon PAT,1000 litres,2017.0,31-12-17,5.0,1013852.9160000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Obolon PAT,1000 litres,2018.0,31-12-18,6.0,854361.5055
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Obolon PAT,1000 litres,2019.0,31-12-19,7.0,681039.0166
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Obolon PAT,1000 litres,2020.0,31-12-20,8.0,646714.7586999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Obolon PAT,1000 litres,2021.0,31-12-21,9.0,621008.7241
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Empresas Polar CA,1000 litres,2017.0,31-12-17,5.0,1693194.512
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Empresas Polar CA,1000 litres,2018.0,31-12-18,6.0,1702378.4479999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Empresas Polar CA,1000 litres,2019.0,31-12-19,7.0,1531597.6840000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Empresas Polar CA,1000 litres,2020.0,31-12-20,8.0,722523.6832000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Empresas Polar CA,1000 litres,2021.0,31-12-21,9.0,569912.4944
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,549667.2704
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,563175.2032000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,564762.8024
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,566944.143
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,569741.1608
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cia da Unio de Cervejas de Angola SA,1000 litres,2017.0,31-12-17,5.0,412267.8204
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cia da Unio de Cervejas de Angola SA,1000 litres,2018.0,31-12-18,6.0,428165.4913
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cia da Unio de Cervejas de Angola SA,1000 litres,2019.0,31-12-19,7.0,436493.0258
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cia da Unio de Cervejas de Angola SA,1000 litres,2020.0,31-12-20,8.0,462855.87820000004
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cia da Unio de Cervejas de Angola SA,1000 litres,2021.0,31-12-21,9.0,483412.736
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Damm SA,1000 litres,2017.0,31-12-17,5.0,417235.8885
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Damm SA,1000 litres,2018.0,31-12-18,6.0,433932.5943
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Damm SA,1000 litres,2019.0,31-12-19,7.0,455742.397
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Damm SA,1000 litres,2020.0,31-12-20,8.0,468698.6827
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Damm SA,1000 litres,2021.0,31-12-21,9.0,475944.6041
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,341647.091
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,355564.2604
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,355540.9159
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,363412.4195
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Paulaner Brauerei GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,371767.8259
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Florida Ice  Farm Co SA,1000 litres,2017.0,31-12-17,5.0,353197.4287
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Florida Ice  Farm Co SA,1000 litres,2018.0,31-12-18,6.0,347821.739
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Florida Ice  Farm Co SA,1000 litres,2019.0,31-12-19,7.0,343466.4515
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Florida Ice  Farm Co SA,1000 litres,2020.0,31-12-20,8.0,340928.7456
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Florida Ice  Farm Co SA,1000 litres,2021.0,31-12-21,9.0,336143.5034
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,294850.6913
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,309834.0382
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,315115.9447
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,321763.9738
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brauerei C  A Veltins GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,328743.9399
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Taiwan Tobacco  Liquor Corp,1000 litres,2017.0,31-12-17,5.0,331444.05490000005
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Taiwan Tobacco  Liquor Corp,1000 litres,2018.0,31-12-18,6.0,335751.42699999997
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Taiwan Tobacco  Liquor Corp,1000 litres,2019.0,31-12-19,7.0,330782.99700000003
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Taiwan Tobacco  Liquor Corp,1000 litres,2020.0,31-12-20,8.0,324576.88300000003
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Taiwan Tobacco  Liquor Corp,1000 litres,2021.0,31-12-21,9.0,318966.7943
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Yuengling Brewery,1000 litres,2017.0,31-12-17,5.0,288200.0083
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Yuengling Brewery,1000 litres,2018.0,31-12-18,6.0,307459.9889
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Yuengling Brewery,1000 litres,2019.0,31-12-19,7.0,303199.67689999996
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Yuengling Brewery,1000 litres,2020.0,31-12-20,8.0,305618.5323
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Yuengling Brewery,1000 litres,2021.0,31-12-21,9.0,315947.774
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,373107.1082
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,351114.0835
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,330788.34979999997
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,318619.0473
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Warsteiner Brauerei Haus Cramer GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,310944.901
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Royal Unibrew AS,1000 litres,2017.0,31-12-17,5.0,342739.58979999996
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Royal Unibrew AS,1000 litres,2018.0,31-12-18,6.0,340130.6016
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Royal Unibrew AS,1000 litres,2019.0,31-12-19,7.0,323202.50399999996
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Royal Unibrew AS,1000 litres,2020.0,31-12-20,8.0,318829.3076
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Royal Unibrew AS,1000 litres,2021.0,31-12-21,9.0,306309.0177
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Olvi Oyj,1000 litres,2017.0,31-12-17,5.0,284043.3572
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Olvi Oyj,1000 litres,2018.0,31-12-18,6.0,293072.1589
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Olvi Oyj,1000 litres,2019.0,31-12-19,7.0,297561.4709
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Olvi Oyj,1000 litres,2020.0,31-12-20,8.0,300693.1483
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Olvi Oyj,1000 litres,2021.0,31-12-21,9.0,294620.8987
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervecera Centroamericana SA,1000 litres,2017.0,31-12-17,5.0,181106.358
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervecera Centroamericana SA,1000 litres,2018.0,31-12-18,6.0,216289.62759999998
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervecera Centroamericana SA,1000 litres,2019.0,31-12-19,7.0,245397.3959
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervecera Centroamericana SA,1000 litres,2020.0,31-12-20,8.0,269739.9755
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cervecera Centroamericana SA,1000 litres,2021.0,31-12-21,9.0,283914.0306
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brau Holding International AG,1000 litres,2017.0,31-12-17,5.0,277740.31960000005
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brau Holding International AG,1000 litres,2018.0,31-12-18,6.0,277424.9342
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brau Holding International AG,1000 litres,2019.0,31-12-19,7.0,276325.6817
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brau Holding International AG,1000 litres,2020.0,31-12-20,8.0,275945.5684
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Brau Holding International AG,1000 litres,2021.0,31-12-21,9.0,278587.016
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2017.0,31-12-17,5.0,309890.2541
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2018.0,31-12-18,6.0,331053.9183
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2019.0,31-12-19,7.0,337652.0125
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2020.0,31-12-20,8.0,291756.6834
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Boston Beer Co Inc The,1000 litres,2021.0,31-12-21,9.0,261853.70039999997
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bavaria NV,1000 litres,2017.0,31-12-17,5.0,204561.2264
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bavaria NV,1000 litres,2018.0,31-12-18,6.0,203077.0866
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bavaria NV,1000 litres,2019.0,31-12-19,7.0,201315.2256
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bavaria NV,1000 litres,2020.0,31-12-20,8.0,244519.2523
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Bavaria NV,1000 litres,2021.0,31-12-21,9.0,252812.9807
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,BGI Ethiopia Plc,1000 litres,2017.0,31-12-17,5.0,124999.99459999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,BGI Ethiopia Plc,1000 litres,2018.0,31-12-18,6.0,150000.00309999997
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,BGI Ethiopia Plc,1000 litres,2019.0,31-12-19,7.0,199999.9943
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,BGI Ethiopia Plc,1000 litres,2020.0,31-12-20,8.0,224656.7016
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,BGI Ethiopia Plc,1000 litres,2021.0,31-12-21,9.0,246717.2076
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ochakovo MPBK ZAO,1000 litres,2017.0,31-12-17,5.0,223280.5292
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ochakovo MPBK ZAO,1000 litres,2018.0,31-12-18,6.0,243914.176
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ochakovo MPBK ZAO,1000 litres,2019.0,31-12-19,7.0,258059.9922
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ochakovo MPBK ZAO,1000 litres,2020.0,31-12-20,8.0,258085.22420000003
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Ochakovo MPBK ZAO,1000 litres,2021.0,31-12-21,9.0,246082.1487
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Super Bock Group SGPS SA,1000 litres,2021.0,31-12-21,9.0,221679.93329999998
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2017.0,31-12-17,5.0,200923.48870000002
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2018.0,31-12-18,6.0,205485.40170000002
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2019.0,31-12-19,7.0,203682.5752
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2020.0,31-12-20,8.0,206696.8417
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Erdinger Privatbrauerei Weissbru Werner Brombach GmbH,1000 litres,2021.0,31-12-21,9.0,211612.3622
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2017.0,31-12-17,5.0,217073.5785
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2018.0,31-12-18,6.0,219899.3209
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2019.0,31-12-19,7.0,205774.986
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2020.0,31-12-20,8.0,199508.692
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Karlsberg Brauerei GmbH  Co KG,1000 litres,2021.0,31-12-21,9.0,196141.8677
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Behnoush Iran Co,1000 litres,2017.0,31-12-17,5.0,165253.7927
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Behnoush Iran Co,1000 litres,2018.0,31-12-18,6.0,168142.00170000002
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Behnoush Iran Co,1000 litres,2019.0,31-12-19,7.0,183197.20179999998
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Behnoush Iran Co,1000 litres,2020.0,31-12-20,8.0,183453.6734
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Behnoush Iran Co,1000 litres,2021.0,31-12-21,9.0,183710.5068
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cisneros Grupo,1000 litres,2017.0,31-12-17,5.0,263842.701
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cisneros Grupo,1000 litres,2018.0,31-12-18,6.0,267986.3859
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cisneros Grupo,1000 litres,2019.0,31-12-19,7.0,240651.7877
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cisneros Grupo,1000 litres,2020.0,31-12-20,8.0,215739.83680000002
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Cisneros Grupo,1000 litres,2021.0,31-12-21,9.0,133826.2398
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asia Brewery Inc,1000 litres,2017.0,31-12-17,5.0,122156.64390000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asia Brewery Inc,1000 litres,2018.0,31-12-18,6.0,119923.34409999999
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asia Brewery Inc,1000 litres,2019.0,31-12-19,7.0,118514.9598
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asia Brewery Inc,1000 litres,2020.0,31-12-20,8.0,125454.7218
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Asia Brewery Inc,1000 litres,2021.0,31-12-21,9.0,129187.0213
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,SABMiller Plc,1000 litres,2017.0,31-12-17,5.0,18092434.81
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,SABMiller Plc,1000 litres,2018.0,31-12-18,6.0,18410233.04
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,SABMiller Plc,1000 litres,2019.0,31-12-19,7.0,18833349.11
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,SABMiller Plc,1000 litres,2020.0,31-12-20,8.0,665.304266
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,SABMiller Plc,1000 litres,2021.0,31-12-21,9.0,678.795411
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Unicer  Bebidas de Portugal SA,1000 litres,2017.0,31-12-17,5.0,250317.4504
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Unicer  Bebidas de Portugal SA,1000 litres,2018.0,31-12-18,6.0,219140.9281
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Unicer  Bebidas de Portugal SA,1000 litres,2019.0,31-12-19,7.0,212793.01989999998
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Unicer  Bebidas de Portugal SA,1000 litres,2020.0,31-12-20,8.0,208910.0012
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,China Resources Enterprise Ltd,1000 litres,2017.0,31-12-17,5.0,12099249.39
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,China Resources Enterprise Ltd,1000 litres,2018.0,31-12-18,6.0,11812580.86
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Pabst Brewing Co,1000 litres,2017.0,31-12-17,5.0,1107405.548
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Oriental Brewery Co Ltd,1000 litres,2017.0,31-12-17,5.0,1105500.0760000001
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Nantong Fuhao Alcohol Industry Co Ltd,1000 litres,2017.0,31-12-17,5.0,371381.9773
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Private Label,1000 litres,2017.0,31-12-17,5.0,1778968.817
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Private Label,1000 litres,2018.0,31-12-18,6.0,1806195.89
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Private Label,1000 litres,2019.0,31-12-19,7.0,1809634.292
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Private Label,1000 litres,2020.0,31-12-20,8.0,1836365.253
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Private Label,1000 litres,2021.0,31-12-21,9.0,1832828.105
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Others,1000 litres,2017.0,31-12-17,5.0,30366568.13
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Others,1000 litres,2018.0,31-12-18,6.0,30373106.0
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Others,1000 litres,2019.0,31-12-19,7.0,29441048.169999998
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Others,1000 litres,2020.0,31-12-20,8.0,28424614.880000003
8.0,Alcoholic Drinks,13.0,1.0,Total Volume,Others,1000 litres,2021.0,31-12-21,9.0,28479408.830000002
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2016.0,31-12-16,4.0,34179826.45
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2017.0,31-12-17,5.0,37884077.21
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2018.0,31-12-18,6.0,39704683.15
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2019.0,31-12-19,7.0,39620759.42
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2020.0,31-12-20,8.0,47764676.97
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,AnheuserBusch InBev NV,1000 litres,2021.0,31-12-21,9.0,48099661.13
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Heineken NV,1000 litres,2016.0,31-12-16,4.0,16583115.69
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Heineken NV,1000 litres,2017.0,31-12-17,5.0,16507601.910000002
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Heineken NV,1000 litres,2018.0,31-12-18,6.0,16777242.119999997
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Heineken NV,1000 litres,2019.0,31-12-19,7.0,17292367.25
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Heineken NV,1000 litres,2020.0,31-12-20,8.0,17545017.84
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Heineken NV,1000 litres,2021.0,31-12-21,9.0,19170101.51
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,China Resources Holdings Co Ltd,1000 litres,2019.0,31-12-19,7.0,11651570.040000001
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,China Resources Holdings Co Ltd,1000 litres,2020.0,31-12-20,8.0,11715000.41
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,China Resources Holdings Co Ltd,1000 litres,2021.0,31-12-21,9.0,11889369.41
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Carlsberg AS,1000 litres,2016.0,31-12-16,4.0,10117165.66
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Carlsberg AS,1000 litres,2017.0,31-12-17,5.0,11456051.209999999
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Carlsberg AS,1000 litres,2018.0,31-12-18,6.0,11086223.35
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Carlsberg AS,1000 litres,2019.0,31-12-19,7.0,10680416.7
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Carlsberg AS,1000 litres,2020.0,31-12-20,8.0,10615594.709999999
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Carlsberg AS,1000 litres,2021.0,31-12-21,9.0,10511350.19
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Dragonyte Brewery,1000 litres,2016.0,31-12-16,4.0,5804005.206
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Dragonyte Brewery,1000 litres,2017.0,31-12-17,5.0,5707258.072
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Dragonyte Brewery,1000 litres,2018.0,31-12-18,6.0,5586572.425000001
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Dragonyte Brewery,1000 litres,2019.0,31-12-19,7.0,5526946.699
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Dragonyte Brewery,1000 litres,2020.0,31-12-20,8.0,8869750.363
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Dragonyte Brewery,1000 litres,2021.0,31-12-21,9.0,8669834.024
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2016.0,31-12-16,4.0,7827514.392
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2017.0,31-12-17,5.0,8605243.361000001
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2018.0,31-12-18,6.0,9046462.091
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2019.0,31-12-19,7.0,8466449.143
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2020.0,31-12-20,8.0,7941053.0200000005
8.0,Alcoholic Drinks,8.0,2.0,Total Volume,Tsingtao Brewery Co Ltd,1000 litres,2021.0,31-12-21,9.0,8057106.7069999995
